"","id","gene","flag","first_pos","second_pos","length","quality","essentiel","init"
"1735","ECK0897-JW0889","ycaP",99,952221,952890,669,"50M","False","f"
"1737","ECK0898-JW0890","serC",99,953112,954177,1065,"50M","False","f"
"1739","ECK0899-JW0891","aroA",99,954271,955531,1260,"50M","False","f"
"1741","ECK0900-JW0892","ycaL",99,955723,956464,741,"50M","False","f"
"1743","ECK0901-JW0893","cmk",99,956660,957320,660,"50M","False","f"
"1745","ECK0902-JW0894","rpsA",99,957454,959104,1650,"50M","False","f"
"1747","ECK0903-JW0895","ihfB",99,959287,959548,261,"50M","False","f"
"1749","ECK0904-JW5120","ycaI",99,959701,962020,2319,"50M","False","f"
"1751","ECK0905-JW0897","msbA",99,962080,963805,1725,"50M","False","f"
"1753","ECK0906-JW0898","lpxK",99,963825,964788,963,"50M","False","f"
"1755","ECK0907-JW0899","ycaQ",99,964848,966057,1209,"50M","False","f"
"1757","ECK0908-JW0900","ycaR",99,966132,966291,159,"50M","False","f"
"1759","ECK0909-JW0901","kdsB",99,966311,967034,723,"50M","False","f"
"1761","ECK0910-JW0902","ycbJ",99,967211,968081,870,"50M","False","f"
"1763","ECK0911-JW0903","ycbC",99,968099,968855,756,"50M","False","r"
"1765","ECK0912-JW0904","smtA",99,968996,969758,762,"50M","False","f"
"1767","ECK0913-JW0905","mukF",99,969778,971077,1299,"50M","False","f"
"1769","ECK0914-JW0906","mukE",99,971108,971762,654,"50M","False","f"
"1771","ECK0915-JW0907","mukB",97,971785,976222,4437,"50M","False","f"
"1773","ECK0916-JW0908","ycbB",99,976506,978330,1824,"50M","False","f"
"1775","ECK0917-JW0909","ycbK",99,978534,979059,525,"50M","False","f"
"1777","ECK0918-JW0910","ycbL",99,979109,979733,624,"50M","False","f"
"1779","ECK0919-JW0911","aspC",99,979996,981163,1167,"50M","False","r"
"1781","ECK0920-JW0912","ompF",99,981371,982436,1065,"50M","False","r"
"1783","ECK0921-JW0913","asnS",99,983062,984439,1377,"50M","False","r"
"1785","ECK0922-JW0914","pncB",99,984631,985810,1179,"50M","False","r"
"1787","ECK0923-JW0915","pepN",99,986081,988670,2589,"50M","False","f"
"1789","ECK0924-JW0916","ssuB",99,988754,989498,744,"50M","False","r"
"1791","ECK0925-JW5121","ssuC",99,989518,990286,768,"50M","False","r"
"1793","ECK0926-JW0918","ssuD",99,990320,991442,1122,"50M","False","r"
"1795","ECK0927-JW0919","ssuA",99,991462,992398,936,"50M","False","r"
"1797","ECK0928-JW0920","ssuE",99,992414,992966,552,"50M","False","r"
"1799","ECK0929-JW5122","ycbQ",99,993327,993843,516,"50M","False","f"
"1801","ECK0930-JW0922","ycbR",99,993949,994627,678,"50M","False","f"
"1803","ECK0931-JW0923","ycbS",99,994675,997252,2577,"50M","False","f"
"1805","ECK0932-JW0924","ycbT",99,997266,998313,1047,"50M","False","f"
"1807","ECK0933-JW0925","ycbU",99,998348,998867,519,"50M","False","f"
"1809","ECK0934-JW5123","ycbV",99,998850,999390,540,"50M","False","f"
"1811","ECK0935-JW5124","ycbF",99,999379,1000093,714,"50M","False","f"
"1813","ECK0936-JW0928","pyrD",99,1000227,1001214,987,"50M","False","f"
"1815","ECK0937-JW5125","ycbW",99,1001375,1001930,555,"50M","False","f"
"1817","ECK0938-JW5126","ycbX",99,1001968,1003012,1044,"50M","False","r"
"1819","ECK0939-JW0931","ycbY",99,1003303,1005388,2085,"50M","False","f"
"1821","ECK0940-JW0932","uup",99,1005423,1007307,1884,"50M","False","f"
"1823","ECK0941-JW0933","pqiA",99,1007460,1008690,1230,"50M","False","f"
"1825","ECK0942-JW0934","pqiB",99,1008718,1010335,1617,"50M","False","f"
"1827","ECK0943-JW5127","ymbA",99,1010355,1010895,540,"50M","False","f"
"1829","ECK0944-JW0936","rmf",99,1011174,1011318,144,"50M","False","f"
"1831","ECK0945-JW0937","fabA",99,1011429,1011924,495,"50M","False","r"
"1833","ECK0946-JW0938","ycbZ",99,1012016,1013753,1737,"50M","False","r"
"1835","ECK0947-JW0939","ycbG",99,1013944,1014373,429,"50M","False","f"
"1837","ECK0948-JW0940","ompA",99,1014490,1015507,1017,"50M","False","r"
"1839","ECK0949-JW0941","sulA",99,1015887,1016373,486,"50M","False","r"
"1841","ECK0950-JW0942","yccR",99,1016597,1017203,606,"50M","False","f"
"1843","ECK0951-JW5128","yccS",99,1017207,1019346,2139,"50M","False","r"
"1845","ECK0952-JW0944","yccF",99,1019379,1019802,423,"50M","False","r"
"1847","ECK0953-JW0945","helD",99,1019930,1021961,2031,"50M","False","f"
"1849","ECK0954-JW5129","mgsA",99,1022034,1022469,435,"50M","False","r"
"1851","ECK0955-JW0947","yccT",99,1022588,1023227,639,"50M","False","r"
"1853","ECK0956-JW5130","yccU",99,1023351,1023795,444,"50M","False","f"
"1855","ECK0957-JW5970","yccV",99,1023881,1024226,345,"50M","False","r"
"1857","ECK0958-JW5898","yccW",99,1024256,1025423,1167,"50M","False","r"
"1859","ECK0959-JW5131","yccX",99,1025310,1025778,468,"50M","False","f"
"1861","ECK0960-JW0952","yccK",99,1025816,1026122,306,"50M","False","r"
"1863","ECK0961-JW0953","yccA",99,1026236,1026872,636,"50M","False","r"
"1865","ECK0963-JW0954","hyaA",99,1027598,1028693,1095,"50M","False","f"
"1867","ECK0964-JW0955","hyaB",99,1028713,1030483,1770,"50M","False","f"
"1869","ECK0965-JW0956","hyaC",99,1030525,1031209,684,"50M","False","f"
"1871","ECK0966-JW0957","hyaD",99,1031229,1031793,564,"50M","False","f"
"1873","ECK0967-JW0958","hyaE",99,1031813,1032188,375,"50M","False","f"
"1875","ECK0968-JW0959","hyaF",99,1032208,1033042,834,"50M","False","f"
"1877","ECK0969-JW0960","appC",99,1033199,1034720,1521,"50M","False","f"
"1879","ECK0970-JW0961","appB",99,1034755,1035868,1113,"50M","False","f"
"1881","none-JW0962","none",99,1035904,1035973,69,"50M","False","f"
"1883","ECK0971-JW0963","appA",99,1036076,1037351,1275,"50M","False","f"
"1885","ECK0972-JW0964","yccC",99,1037507,1039664,2157,"50M","False","r"
"1887","ECK0973-JW5132","etp",99,1039707,1040142,435,"50M","False","r"
"1889","ECK0974-JW0966","yccZ",99,1040141,1041257,1116,"50M","False","r"
"1891","ECK0975-JW0967","ymcA",99,1041326,1043399,2073,"50M","False","r"
"1893","ECK0976-JW0968","ymcB",99,1043422,1044145,723,"50M","False","r"
"1895","ECK0977-JW0969","ymcC",99,1044165,1044786,621,"50M","False","r"
"1897","ECK0978-JW5133","ymcD",99,1044916,1045216,300,"50M","False","r"
"1899","ECK0979-JW5134","cspH",99,1046440,1046629,189,"50M","False","r"
"1901","ECK0980-JW0974","cspG",99,1046920,1047109,189,"50M","False","f"
"1903","ECK0981-JW0975","ymcE",99,1047306,1047513,207,"50M","False","f"
"1905","ECK0982-JW0976","gnsA",99,1047526,1047676,150,"50M","False","f"
"1907","ECK0983-JW0977","yccM",99,1047766,1048816,1050,"50M","False","r"
"1909","ECK0984-JW5135","torS",99,1048911,1051602,2691,"50M","False","r"
"1911","ECK0985-JW0979","torT",99,1051720,1052725,1005,"50M","False","f"
"1913","ECK0986-JW0980","torR",99,1052739,1053408,669,"50M","False","r"
"1915","ECK0987-JW0981","torC",99,1053543,1054692,1149,"50M","False","f"
"1917","ECK0988-JW0982","torA",99,1054715,1057238,2523,"50M","False","f"
"1919","ECK0989-JW0983","torD",99,1057258,1057834,576,"50M","False","f"
"1921","ECK0990-JW0984","cbpM",99,1058027,1058309,282,"50M","False","r"
"1923","ECK0991-JW0985","cbpA",99,1058332,1059229,897,"50M","False","r"
"1925","ECK0992-JW0986","yccE",99,1059495,1060728,1233,"50M","False","f"
"1927","ECK0993-JW0987","agp",99,1061044,1062262,1218,"50M","False","f"
"1929","ECK0994-JW0988","yccJ",99,1062341,1062545,204,"50M","False","r"
"1931","ECK0995-JW0989","wrbA",99,1062589,1063162,573,"50M","False","r"
"1933","ECK0996-JW5136","ymdF",99,1063510,1063690,180,"50M","False","f"
"1935","ECK0997-JW5137","ycdG",99,1063988,1065359,1371,"50M","False","r"
"1937","ECK0998-JW5138","ycdH",99,1065337,1065889,552,"50M","False","r"
"1939","ECK0999-JW0993","ycdI",99,1065842,1066409,567,"50M","False","r"
"1941","ECK1000-JW0994","rarA",99,1066442,1067219,777,"50M","False","r"
"1943","ECK1001-JW0995","ycdK",99,1067250,1067613,363,"50M","False","r"
"1945","ECK1002-JW5139","ycdL",99,1067648,1068320,672,"50M","False","r"
"1947","ECK1003-JW0997","ycdM",99,1068340,1069465,1125,"50M","False","r"
"1949","ECK1004-JW0998","ycdC",99,1069701,1070316,615,"50M","False","f"
"1951","ECK1005-JW0999","putA",97,1070397,1074336,3939,"50M","False","r"
"1953","none-JW1000","none",99,1074511,1074679,168,"50M","False","r"
"1955","ECK1006-JW1001","putP",99,1074764,1076249,1485,"50M","False","f"
"1957","none-JW5140","none",99,1076495,1076774,279,"50M","False","r"
"1959","ECK1007-JW5141","ycdN",99,1076815,1076902,87,"50M","False","f"
"1961","ECK1007-JW1002","ycdN",99,1076913,1077621,708,"50M","False","f"
"1963","ECK1008-JW1003","ycdO",99,1077702,1078806,1104,"50M","False","f"
"1965","ECK1009-JW1004","ycdB",99,1078835,1080083,1248,"50M","False","f"
"1967","ECK1010-JW1005","phoH",99,1080451,1081492,1041,"50M","False","f"
"1969","ECK1011-JW1006","ycdP",99,1081583,1081973,390,"50M","False","r"
"1971","ECK1012-JW1007","ycdQ",99,1081998,1083300,1302,"50M","False","r"
"1973","ECK1013-JW5142","ycdR",99,1083316,1083604,288,"50M","False","r"
"1975","ECK1014-JW1010","ycdS",99,1085343,1087743,2400,"50M","False","r"
"1977","ECK1015-JW5143","ycdT",99,1088335,1089670,1335,"50M","False","f"
"1979","ECK1016-JW5145","ymdE",99,1091003,1091282,279,"50M","False","f"
"1981","ECK1017-JW1015","ycdU",99,1091302,1092265,963,"50M","False","f"
"1983","ECK1019-JW5146","ycdW",99,1093345,1094260,915,"50M","False","f"
"1985","ECK1020-JW1017","ycdX",99,1094338,1095052,714,"50M","False","f"
"1987","ECK1021-JW1018","ycdY",99,1095099,1095630,531,"50M","False","f"
"1989","ECK1022-JW5147","ycdZ",99,1095707,1096223,516,"50M","False","f"
"1991","ECK1023-JW1020","csgG",99,1096328,1097138,810,"50M","False","r"
"1993","ECK1024-JW1021","csgF",99,1097188,1097581,393,"50M","False","r"
"1995","ECK1025-JW1022","csgE",99,1097629,1097995,366,"50M","False","r"
"1997","ECK1026-JW1023","csgD",99,1098023,1098650,627,"50M","False","r"
"1999","none-JW5148","none",99,1099140,1099302,162,"50M","False","r"
"2001","ECK1027-JW1024","csgB",99,1099410,1099842,432,"50M","False","f"
"2003","ECK1028-JW1025","csgA",99,1099906,1100338,432,"50M","False","f"
"2005","ECK1029-JW1026","csgC",99,1100420,1100729,309,"50M","False","f"
"2007","ECK1030-JW1031","ymdA",99,1100881,1101161,280,"8S42M","False","f"
"2009","ECK1031-JW1032","ymdB",99,1101279,1101789,510,"50M","False","f"
"2011","ECK1032-JW5150","ymdC",99,1101814,1103212,1398,"50M","False","f"
"2013","ECK1033-JW1034","mdoC",99,1103261,1104395,1134,"50M","False","r"
"2015","ECK1034-JW1035","mdoG",99,1104794,1106306,1512,"50M","False","f"
"2017","ECK1035-JW1037","mdoH",99,1106322,1108842,2520,"50M","False","f"
"2019","ECK1036-JW5151","yceK",99,1109062,1109242,180,"50M","False","f"
"2021","ECK1037-JW1039","msyB",99,1109284,1109635,351,"50M","False","r"
"2023","ECK1038-JW1040","mdtG",99,1109741,1110944,1203,"50M","False","r"
"2025","ECK1039-JW1041","lpxL",99,1111139,1112036,897,"50M","False","r"
"2027","ECK1040-JW1042","yceA",99,1112266,1113295,1029,"50M","False","f"
"2029","ECK1041-JW1043","yceI",99,1113378,1113930,552,"50M","False","r"
"2031","ECK1042-JW1044","yceJ",99,1113957,1114500,543,"50M","False","r"
"2033","ECK1043-JW1045","yceO",99,1114784,1114901,117,"50M","False","r"
"2035","ECK1044-JW1046","solA",99,1114945,1116040,1095,"50M","False","r"
"2037","ECK1045-JW5152","yceP",99,1116178,1116412,234,"50M","False","r"
"2039","ECK1046-JW1048","dinI",99,1116719,1116941,222,"50M","False","r"
"2041","ECK1047-JW1049","pyrC",99,1117038,1118061,1023,"50M","False","r"
"2043","ECK1048-JW1050","yceB",99,1118190,1118727,537,"50M","False","r"
"2045","ECK1049-JW1051","grxB",99,1118884,1119508,624,"50M","False","r"
"2047","ECK1050-JW1052","mdtH",99,1119595,1120780,1185,"50M","False","r"
"2049","ECK1051-JW1053","rimJ",99,1121021,1121582,561,"50M","False","f"
"2051","ECK1052-JW1054","yceH",99,1121616,1122240,624,"50M","False","f"
"2053","ECK1053-JW1055","mviM",99,1122265,1123165,900,"50M","False","f"
"2055","ECK1054-JW1056","mviN",99,1123298,1124810,1512,"50M","False","f"
"2057","ECK1055-JW1057","flgN",99,1124891,1125284,393,"50M","False","r"
"2059","ECK1056-JW1058","flgM",99,1125315,1125582,267,"50M","False","r"
"2061","ECK1057-JW1059","flgA",99,1125681,1126317,636,"50M","False","r"
"2063","ECK1058-JW1060","flgB",99,1126477,1126870,393,"50M","False","f"
"2065","ECK1059-JW1061","flgC",99,1126897,1127278,381,"50M","False","f"
"2067","ECK1060-JW1062","flgD",99,1127313,1127985,672,"50M","False","f"
"2069","ECK1061-JW1063","flgE",99,1128033,1129218,1185,"50M","False","f"
"2071","ECK1062-JW1064","flgF",99,1129261,1129993,732,"50M","False","f"
"2073","ECK1063-JW1065","flgG",99,1130188,1130947,759,"50M","False","f"
"2075","ECK1064-JW5153","flgH",99,1131014,1131698,684,"50M","False","f"
"2077","ECK1065-JW1067","flgI",99,1131733,1132807,1074,"50M","False","f"
"2079","ECK1066-JW1068","flgJ",99,1132830,1133748,918,"50M","False","f"
"2081","ECK1067-JW1069","flgK",99,1133837,1135457,1620,"50M","False","f"
"2083","ECK1068-JW1070","flgL",99,1135492,1136422,930,"50M","False","f"
"2085","ECK1069-JW1071","rne",99,1136659,1139821,3162,"50M","False","r"
"2087","ECK1070-JW5154","yceQ",99,1139961,1140258,297,"50M","False","f"
"2089","ECK1071-JW1072","rluC",99,1140399,1141335,936,"50M","False","f"
"2091","ECK1072-JW5155","yceF",99,1141488,1142088,600,"50M","False","r"
"2093","ECK1074-JW1074","yceD",99,1142253,1142751,498,"50M","False","f"
"2095","ECK1075-JW1075","rpmF",99,1142826,1142976,150,"50M","False","f"
"2097","ECK1076-JW5156","plsX",99,1143080,1144127,1047,"50M","False","f"
"2099","ECK1077-JW1077","fabH",99,1144218,1145148,930,"50M","False","f"
"2101","ECK1078-JW1078","fabD",99,1145187,1146093,906,"50M","False","f"
"2103","ECK1079-JW1079","fabG",99,1146129,1146840,711,"50M","False","f"
"2105","ECK1080-JW1080","acpP",99,1147074,1147287,213,"50M","False","f"
"2107","ECK1081-JW1081","fabF",99,1147398,1148616,1218,"50M","False","f"
"2109","ECK1082-JW1082","pabC",99,1148759,1149545,786,"50M","False","f"
"2111","ECK1083-JW1083","yceG",99,1149571,1150570,999,"50M","False","f"
"2113","ECK1084-JW1084","tmk",99,1150583,1151201,618,"50M","False","f"
"2115","ECK1085-JW1085","holB",99,1151221,1152202,981,"50M","False","f"
"2117","ECK1086-JW1086","ycfH",99,1152236,1153010,774,"50M","False","f"
"2119","ECK1087-JW1087","ptsG",99,1153328,1154738,1410,"50M","False","f"
"2121","ECK1088-JW1088","fhuE",99,1154839,1157005,2166,"50M","False","r"
"2123","ECK1089-JW1089","hinT",99,1157344,1157680,336,"50M","False","f"
"2125","ECK1090-JW1090","ycfL",99,1157706,1158060,354,"50M","False","f"
"2127","ECK1091-JW5157","ycfM",99,1158094,1158715,621,"50M","False","f"
"2129","ECK1092-JW1092","ycfN",99,1158719,1159520,801,"50M","False","f"
"2131","ECK1093-JW1093","nagZ",99,1159554,1160556,1002,"50M","False","f"
"2133","ECK1094-JW5158","ycfP",99,1160545,1161121,576,"50M","False","f"
"2135","ECK1095-JW1095","ndh",99,1161544,1162825,1281,"50M","False","f"
"2137","ECK1096-JW1096","ycfJ",99,1163058,1163574,516,"50M","False","f"
"2139","ECK1097-JW5159","ycfQ",99,1163677,1164364,687,"50M","False","r"
"2141","ECK1098-JW1098","ycfR",99,1164532,1164766,234,"50M","False","f"
"2143","ECK1099-JW5820","ycfS",99,1164889,1165828,939,"50M","False","r"
"2145","ECK1100-JW1100","mfd",99,1165995,1169418,3423,"50M","False","r"
"2147","ECK1101-JW1101","ycfT",99,1169569,1170619,1050,"50M","False","r"
"2149","ECK1102-JW5161","lolC",99,1170886,1172062,1176,"50M","False","f"
"2151","ECK1103-JW5162","lolD",99,1172078,1172756,678,"50M","False","f"
"2153","ECK1104-JW1104","lolE",99,1172779,1174000,1221,"50M","False","f"
"2155","ECK1105-JW1105","ycfX",99,1174052,1174940,888,"50M","False","f"
"2157","ECK1106-JW1106","cobB",99,1174979,1175795,816,"50M","False","f"
"2159","none-JW5163","none",99,1175813,1175918,105,"50M","False","r"
"2161","ECK1107-JW1107","ycfZ",99,1175956,1176721,765,"50M","False","r"
"2163","ECK1108-JW5164","ymfA",99,1176741,1177188,447,"50M","False","r"
"2165","ECK1109-JW1109","potD",99,1177260,1178283,1023,"50M","False","r"
"2167","ECK1110-JW1110","potC",99,1178303,1179074,771,"50M","False","r"
"2169","ECK1111-JW1111","potB",99,1179094,1179898,804,"50M","False","r"
"2171","ECK1112-JW1112","potA",99,1179935,1181048,1113,"50M","False","r"
"2173","ECK1113-JW1113","pepT",99,1181303,1182506,1203,"50M","False","f"
"2175","ECK1114-JW1114","ycfD",99,1182596,1183694,1098,"50M","False","r"
"2177","ECK1115-JW1115","phoQ",99,1183793,1185230,1437,"50M","False","r"
"2179","ECK1116-JW1116","phoP",99,1185253,1185901,648,"50M","False","r"
"2181","ECK1117-JW1117","purB",99,1186093,1187440,1347,"50M","False","r"
"2183","ECK1118-JW5165","hflD",99,1187467,1188085,618,"50M","False","r"
"2185","ECK1119-JW1119","trmU",99,1188144,1189227,1083,"50M","False","r"
"2187","ECK1120-JW1120","ymfB",99,1189304,1189742,438,"50M","False","r"
"2189","ECK1121-JW1121","ymfC",99,1189775,1190405,630,"50M","False","r"
"2191","ECK1122-JW1122","icd",99,1190582,1191809,1227,"50M","False","f"
"2193","ECK1123-JW1123","ymfD",99,1192344,1192986,642,"50M","False","r"
"2195","ECK1124-JW5166","ymfE",99,1193010,1193700,690,"50M","False","r"
"2197","none-JW5167","none",99,1193986,1194073,87,"50M","False","f"
"2199","ECK1125-JW1125","lit",99,1194154,1195024,870,"50M","False","f"
"2201","ECK1126-JW1126","intE",99,1195156,1196260,1104,"50M","False","r"
"2203","ECK1127-JW1127","ymfG",99,1196264,1196486,222,"50M","False","r"
"2205","ECK1128-JW1128","ymfH",99,1196546,1196834,288,"50M","False","r"
"2207","ECK1129-JW5168","ymfI",99,1196911,1197274,363,"50M","False","f"
"2209","ECK1130-JW1130","ymfJ",99,1197253,1197538,285,"50M","False","r"
"2211","ECK1131-JW1131","ymfK",99,1197736,1198387,651,"50M","False","r"
"2213","ECK1132-JW5169","ymfT",99,1198483,1198660,177,"50M","False","f"
"2215","ECK1133-JW1133","ymfL",99,1198715,1199261,546,"50M","False","f"
"2217","ECK1134-JW1134","ymfM",99,1199281,1199596,315,"50M","False","f"
"2219","ECK1135-JW1135","ymfN",99,1199629,1200973,1344,"50M","False","f"
"2221","ECK1136-JW1136","ymfR",99,1201008,1201167,159,"50M","False","f"
"2223","ECK1137-JW1137","ymfO",99,1201190,1201640,450,"50M","False","f"
"2225","ECK1138-JW5170","ymfP",99,1201551,1202358,807,"50M","False","f"
"2227","ECK1139-JW1139","ymfQ",99,1202372,1202933,561,"50M","False","f"
"2229","ECK1140-JW1140","ycfK",99,1202960,1203566,606,"50M","False","f"
"2231","ECK1141-JW5171","ymfS",99,1203591,1203981,390,"50M","False","f"
"2233","ECK1142-JW1142","tfaE",99,1203994,1204573,579,"50M","False","r"
"2235","ECK1143-JW5172","stfE",99,1204596,1205112,516,"50M","False","r"
"2237","ECK1144-JW1144","pin",99,1205144,1205675,531,"50M","False","f"
"2239","ECK1145-JW1145","mcrA",99,1205805,1206615,810,"50M","False","f"
"2241","ECK1146-JW5173","icdC",99,1206872,1207013,141,"50M","False","f"
"2243","ECK1147-JW1147","elbA",99,1207157,1207457,300,"50M","False","r"
"2245","ECK1148-JW1148","ycgX",99,1208180,1208561,381,"50M","False","r"
"2247","ECK1149-JW1149","ycgE",99,1208805,1209513,708,"50M","False","r"
"2249","ECK1150-JW1150","ycgF",99,1209741,1210929,1188,"50M","False","r"
"2251","ECK1151-JW1151","ycgZ",99,1211248,1211461,213,"50M","False","f"
"2253","ECK1152-JW1152","ymgA",99,1211527,1211776,249,"50M","False","f"
"2255","ECK1153-JW1153","ymgB",99,1211828,1212071,243,"50M","False","f"
"2257","ECK1154-JW1154","ymgC",99,1212207,1212432,225,"50M","False","f"
"2259","ECK1155-JW5174","ycgG",99,1212745,1214287,1542,"50M","False","f"
"2261","ECK1156-JW1156","ymgF",99,1214442,1214637,195,"50M","False","f"
"2263","ECK1157-JW5901","ycgH",99,1215060,1216557,1497,"50M","False","f"
"2265","ECK1157-JW5176","ycgH",99,1216647,1217657,1010,"50M","False","f"
"2267","ECK1158-JW5177","ymgD",99,1217782,1218094,312,"50M","False","r"
"2269","ECK1159-JW5178","ymgG",99,1218121,1218442,321,"50M","False","r"
"2271","ECK1160-JW5179","ymgH",99,1218957,1219122,165,"50M","False","f"
"2273","ECK1161-JW1162","ycgI",99,1219154,1219343,189,"50M","False","f"
"2275","ECK1162-JW1163","minE",99,1219756,1219999,243,"50M","False","r"
"2277","ECK1163-JW1164","minD",99,1220026,1220815,789,"50M","False","r"
"2279","ECK1164-JW1165","minC",99,1220862,1221534,672,"50M","False","r"
"2281","ECK1165-JW1166","ycgJ",99,1222059,1222404,345,"50M","False","f"
"2283","ECK1166-JW1167","ycgK",99,1222548,1222926,378,"50M","False","r"
"2285","ECK1167-JW1168","ycgL",99,1223140,1223443,303,"50M","False","f"
"2287","ECK1168-JW1169","ycgM",99,1223538,1224174,636,"50M","False","f"
"2289","ECK1169-JW5180","ycgN",99,1224259,1224712,453,"50M","False","f"
"2291","ECK1170-JW5181","hlyE",99,1224960,1225854,894,"50M","False","r"
"2293","ECK1171-JW1172","umuD",99,1226226,1226622,396,"50M","False","f"
"2295","ECK1172-JW1173","umuC",99,1226645,1227890,1245,"50M","False","f"
"2297","ECK1173-JW5182","dsbB",99,1227977,1228484,507,"50M","False","r"
"2299","ECK1174-JW1175","nhaB",99,1228653,1230171,1518,"50M","False","r"
"2301","ECK1175-JW1176","fadR",99,1230397,1231093,696,"50M","False","f"
"2303","ECK1176-JW1177","ycgB",99,1231186,1232695,1509,"50M","False","r"
"2305","ECK1177-JW1178","dadA",99,1233030,1234305,1275,"50M","False","f"
"2307","ECK1178-JW1179","dadX",99,1234338,1235385,1047,"50M","False","f"
"2309","none-JW5183","none",99,1235511,1235637,126,"50M","False","f"
"2311","ECK1179-JW5184","cvrA",99,1235812,1237525,1713,"50M","False","r"
"2313","ECK1180-JW1181","ldcA",99,1237643,1238534,891,"50M","False","r"
"2315","ECK1181-JW5821","emtA",99,1238525,1239227,702,"50M","False","f"
"2317","ECK1182-JW1183","ycgR",99,1239270,1239981,711,"50M","False","r"
"2319","ECK1183-JW1184","ymgE",99,1240187,1240418,231,"50M","False","f"
"2321","ECK1184-JW1185","ycgY",99,1240619,1241036,417,"50M","False","f"
"2323","ECK1185-JW1186","treA",99,1241156,1242830,1674,"50M","False","r"
"2325","ECK1186-JW5185","dhaH",99,1243173,1244568,1395,"50M","False","r"
"2327","ECK1187-JW5186","dhaL",99,1244602,1245286,684,"50M","False","r"
"2329","ECK1188-JW5187","dhaK",99,1245245,1246322,1077,"50M","False","r"
"2331","ECK1189-JW5188","dhaR",99,1246525,1248421,1896,"50M","False","f"
"2333","ECK1190-JW1193","ycgV",99,1248562,1251406,2844,"50M","False","r"
"2335","ECK1191-JW1194","ychF",99,1252198,1253266,1068,"50M","False","r"
"2337","ECK1192-JW1195","pth",99,1253406,1253967,561,"50M","False","r"
"2339","ECK1193-JW1196","ychH",99,1254250,1254505,255,"50M","False","f"
"2341","ECK1194-JW5189","ychM",99,1254601,1255903,1302,"50M","False","r"
"2343","ECK1195-JW1198","prsA",99,1256405,1257329,924,"50M","False","r"
"2345","ECK1196-JW1199","ispE",99,1257503,1258331,828,"50M","False","r"
"2347","ECK1197-JW1200","lolB",99,1258354,1258954,600,"50M","False","r"
"2349","ECK1198-JW1201","hemA",99,1259173,1260406,1233,"50M","False","f"
"2351","ECK1199-JW1202","prfA",99,1260471,1261530,1059,"50M","False","f"
"2353","ECK1200-JW1203","prmC",99,1261553,1262363,810,"50M","False","f"
"2355","ECK1201-JW1204","ychQ",99,1262383,1262752,369,"50M","False","f"
"2357","ECK1202-JW1205","ychA",99,1262779,1263565,786,"50M","False","f"
"2359","ECK1203-JW1206","kdsA",99,1263624,1264455,831,"50M","False","f"
"2361","ECK1210-JW1207","chaA",99,1266226,1267303,1077,"50M","False","r"
"2363","ECK1211-JW1208","chaB",99,1267578,1267785,207,"50M","False","f"
"2365","ECK1212-JW1209","chaC",99,1267945,1268638,693,"50M","False","f"
"2367","ECK1213-JW1210","ychN",99,1268723,1269053,330,"50M","False","r"
"2369","ECK1214-JW1211","ychP",99,1269384,1270614,1230,"50M","False","f"
"2371","ECK1215-JW1212","narL",99,1270656,1271283,627,"50M","False","r"
"2373","ECK1216-JW1213","narX",99,1271299,1273072,1773,"50M","False","r"
"2375","none-JW5190","none",99,1273103,1273298,195,"50M","False","f"
"2377","ECK1217-JW1214","narK",99,1273416,1274784,1368,"50M","False","f"
"2379","ECK1218-JW1215","narG",97,1275323,1279043,3720,"50M","False","f"
"2381","ECK1219-JW1216","narH",99,1279063,1280578,1515,"50M","False","f"
"2383","ECK1220-JW1217","narJ",99,1280598,1281285,687,"50M","False","f"
"2385","ECK1221-JW1218","narI",99,1281308,1281962,654,"50M","False","f"
"2387","none-JW5191","none",99,1282343,1282673,330,"50M","False","f"
"2389","ECK1224-JW1219","tpr",99,1282564,1282642,78,"50M","False","r"
"2391","ECK1227-JW1220","purU",99,1283259,1284078,819,"50M","False","r"
"2393","ECK1228-JW1221","ychJ",99,1284151,1284586,435,"50M","False","r"
"2395","ECK1229-JW1222","rssA",99,1284665,1285586,921,"50M","False","f"
"2397","ECK1230-JW1223","rssB",99,1285701,1286691,990,"50M","False","f"
"2399","ECK1231-JW1224","galU",99,1286916,1287801,885,"50M","False","f"
"2401","ECK1232-JW1225","hns",99,1287986,1288376,390,"50M","False","r"
"2403","ECK1233-JW1226","tdk",99,1288986,1289580,594,"50M","False","f"
"2405","ECK1235-JW1228","adhE",99,1290923,1293575,2652,"50M","False","r"
"2407","ECK1236-JW1229","ychE",99,1294057,1294681,624,"50M","False","f"
"2411","ECK1237-JW1235","oppA",99,1295442,1297050,1608,"50M","False","f"
"2413","ECK1238-JW1236","oppB",99,1297159,1298056,897,"50M","False","f"
"2415","ECK1239-JW1237","oppC",99,1298094,1298979,885,"50M","False","f"
"2417","ECK1240-JW1238","oppD",99,1299014,1300004,990,"50M","False","f"
"2419","ECK1241-JW1239","oppF",99,1300024,1301005,981,"50M","False","f"
"2421","ECK1242-JW1240","yciU",99,1301099,1301405,306,"50M","False","r"
"2423","ECK1243-JW1241","cls",99,1301463,1302900,1437,"50M","False","r"
"2425","none-JW5194","none",99,1303015,1303198,183,"50M","False","f"
"2427","ECK1244-JW1242","kch",99,1303294,1304524,1230,"50M","False","r"
